trafo_id,ŞEBEKE_UNSURU_KODU
29244,DM-18 (UNCU BOZKÖY) 45-71-M00213_DM-18/04 M05_2077608
29245,DM-18/03 45-71-M00258_DIREK TIPI TRAFO HUCRESI H01_2077655
29246,ENDER ÖZ-İLHAN ÖZTURHANLAR SULAMA GRUBU 45-71-M01237_DIREK TIPI TRAFO HUCRESI H01_2077728
29247,K-2 35-01-K00002_K-325 K06_2077752
29248,M-971 35-03-M00971_M-970 M01_2077806
29249,PAYAMLI M-21 35-25-M00171_DIREK TIPI TRAFO HUCRESI H01_2077827
29250,MURADİYE DM-5/6-A 45-71-M00643_MODERN AMBALAJ M02_2077881
29251,MURADİYE DM-5/10-B KÖK 45-71-M00758_DM-4/7 M03_2077908
29252,İĞDECİK TR-6 45-71-M00086_DIREK TIPI TRAFO HUCRESI H01_2078172
29253,M-1224 35-01-M01224_DIREK TIPI TRAFO HUCRESI H01_2078266
29254,SELENDİ DM 45-81-M00001_SELENDİ ŞEHİR-2 M03_2078268
29255,SELENDİ DM 45-81-M00001_SELENDİ ŞEHİR-1 M02_2078270
29256,ALFA DOLUM TESİSİ ÖZEL TR 35-17-M00308Ö_ M03_2078302
29257,M-1449 GEÇİT 35-08-M01449_M-2786 M03_2078425
29258,MURADİYE DM-5/10-A KÖK 45-71-M00776_DM-5/10B M04_2078688
29259,K-1725 35-07-K01725_DIREK TIPI TRAFO HUCRESI H01_2078812
29260,HAMAM TR-1 35-29-L00500_DIREK TIPI TRAFO HUCRESI H01_2078969
29261,ÇOBANKÖY TR-1 35-29-L00507_DIREK TIPI TRAFO HUCRESI H01_2078973
29262,SELENDİ TR-3 45-81-M00003_ŞEHİR-1 GİRİŞ M01_2079221
29263,İSMAİL ÇAVDAR VE ARK. TARIMSAL SULAMA TR 45-71-M00498_DIREK TIPI TRAFO HUCRESI H01_2079252
29264,DM-20/06 45-71-M00425_DIREK TIPI TRAFO HUCRESI H01_2079254
29265,DM-16/16-A 45-71-M00427_DIREK TIPI TRAFO HUCRESI H01_2079256
29266,CENKYERİ TR-5 45-82-M00253_DIREK TIPI TRAFO HUCRESI H01_2079308
29267,ÇERKEZ HAMİDİYE TR-1 45-82-M00259_DIREK TIPI TRAFO HUCRESI H01_2079314
29268,ÇERKEZ HAMİDİYE TR-2 45-82-M00260_DIREK TIPI TRAFO HUCRESI H01_2079315
29269,GÜLBAHÇE TR-7 35-19-L00167_DIREK TIPI TRAFO HUCRESI H01_2079386
29270,TR-1/46 (25/17c) 45-71-M00146_DIREK TIPI TRAFO HUCRESI H01_2079443
29271,KARAAĞAÇLI SANAYİ TR-5 45-71-M00132_KARAAĞAÇLI TR-14 M04_2079545
29272,SELİMŞAHLAR TR-1 45-71-M00133_TR-2 M01_2079697
29273,ÇATALKAYA KÖYÜ TR-2 35-21-L00172_DIREK TIPI TRAFO HUCRESI H01_2079802
29274,SANCAKLI BOZKÖY TR-4 45-71-M00564_DIREK TIPI TRAFO HUCRESI H01_2079929
29275,DM-12 45-71-M00305_DM-16 M06_2080005
29276,SELİMŞAHLAR TR-2 45-71-M00137_TR-1 M01_2080340
29277,SELİMŞAHLAR TR-2 45-71-M00137_TR-3 M05_2080344
29278,K-3248 35-07-K03248_DIREK TIPI TRAFO HUCRESI H01_2080665
29279,ÇAMLICA KÖYÜ TR-1 45-71-M01596_DIREK TIPI TRAFO HUCRESI H01_2080926
29280,AŞAĞIÇOBANİSA TR-18 45-71-M00107_TR-24 M03_2081068
29281,GÜRÇEŞME İM 35-03-A00001_ÇALDIRAN K09_2081086
29282,M-1741 35-04-M01741_TRAFO M03_2081286
29283,GELENBE İM 45-76-A00001_GELENBE L12_2081448
29284,ALİ ÖRÜMLÜ TR-13  SULAMA 45-71-M01160_DIREK TIPI TRAFO HUCRESI H01_2081451
29285,YUKARI AVDAN TR-1 45-82-M00241_DIREK TIPI TRAFO HUCRESI H01_2081779
29286,DEDELER TR-1 45-81-M00077_DIREK TIPI TRAFO HUCRESI H01_2081877
29287,GÖLMARMARA TR-2 45-85-L00002_TR-25 L01_2081954
29288,CAVİT ÇALIŞIR ÖZEL TR 45-71-M00906Ö_DIREK TIPI TRAFO HUCRESI H01_2081985
29289,AHMET KOCA TR-3 45-71-M00907_DIREK TIPI TRAFO HUCRESI H01_2081986
29290,TARIMSAL SULAMA TR-14 45-85-L00038_DIREK TIPI TRAFO HUCRESI H01_2081990
29291,ABDULLAH KILIÇ VE ARK. ÖZEL TR 45-71-M01103Ö_DIREK TIPI TRAFO HUCRESI H01_2082038
29292,ABDULLAH BALKIYAN VE ARKADAŞLARI TR 45-71-M01105_DIREK TIPI TRAFO HUCRESI H01_2082040
29293,DM02/TR01 45-73-M00037_DM-2/30 M12_2082145
29294,GÜLPINAR TR-1 45-73-M01041_DIREK TIPI TRAFO HUCRESI H01_2082190
29295,TR-1/11 45-83-M00011_TR-1/6 M02_2082224
29296,GÖLMARMARA TR-9 45-85-L00009_TR-5 L05_2082467
29297,NURİ SOLMAN 45-71-M00918_DIREK TIPI TRAFO HUCRESI H01_2082484
29298,TİLKİKÖY TR-2 45-71-M01272_DIREK TIPI TRAFO HUCRESI H01_2082788
29299,TEPECİK KÖYÜ TR-1 45-71-M01289_DIREK TIPI TRAFO HUCRESI H01_2082804
29300,GÜNDOĞDU KÖYÜ TR-1 45-86-M00143_DIREK TIPI TRAFO HUCRESI H01_2082834
29301,GÜNDOĞDU KÖYÜ TR-2 45-86-M00144_DIREK TIPI TRAFO HUCRESI H01_2082835
29302,TR-2/58 (GÜLLÜPINAR) 45-83-L00058_TR-2/52 L03_2082850
29303,KARAYENİCE TR-2 45-71-M01507_DIREK TIPI TRAFO HUCRESI H01_2082985
29304,KARACAKAŞ TR-1 45-82-M00344_DIREK TIPI TRAFO HUCRESI H01_2083027
29305,BURHAN KURTOĞLU TR-1 45-71-M01358_DIREK TIPI TRAFO HUCRESI H01_2083064
29306,NURULLAH ÇOBAN VE ARK.TARIMSAL SULAMA GRUBU 45-71-M01360_DIREK TIPI TRAFO HUCRESI H01_2083066
29307,HACIHALİLLER SULAMA TR-4 45-71-M01810_DIREK TIPI TRAFO HUCRESI H01_2083103
29308,YILMAZLAR TARIM ÜRÜNLERİ ÖZEL TR 45-71-M01818Ö_DIREK TIPI TRAFO HUCRESI H01_2083108
29309,YAZIBAŞI DM-4 35-26-M00633_ŞEMSİOĞLU M01_2083157
29310,EVCİLER TR-1 45-82-M00339_DIREK TIPI TRAFO HUCRESI H01_2083280
29311,DENİŞ TR-1 45-82-M00340_DIREK TIPI TRAFO HUCRESI H01_2083281
29312,AKÇAALAN KÖYÜ TR-1 45-86-M00152_DIREK TIPI TRAFO HUCRESI H01_2083335
29313,HACIRAHMANLAR TARIMSAL SULAMA ÖZEL KÖK 45-80-M02000Ö_ M05_2083388
29314,HACIRAHMANLAR TARIMSAL SULAMA ÖZEL KÖK 45-80-M02000Ö_ M04_2083391
29315,HACIRAHMANLAR TARIMSAL SULAMA ÖZEL KÖK 45-80-M02000Ö_ M02_2083393
29316,K-940 35-02-K00940_K-944 K04_2083424
29317,M-1227 35-01-M01227_M-1397 M02_2083472
29318,GÖRDES DM 45-75-M00050_GÖRDES ŞEHİR-2 M03_2083582
29319,GÖRDES DM 45-75-M00050_GÖRDES ŞEHİR-2 M03_2083583
29320,GÖRDES DM 45-75-M00050_GÖRDES ŞEHİR-3 M04_2083584
29321,GÖRDES DM 45-75-M00050_KAYACIK M06_2083588
29322,YEŞİLYURT TR-10 45-73-M00485_DIREK TIPI TRAFO HUCRESI H01_2084037
29323,ALAŞEHİR TR-59 45-73-M00059_DIREK TIPI TRAFO HUCRESI H01_2084113
29324,ÇİFTLİKDERE TR-3 45-73-M00548_DIREK TIPI TRAFO HUCRESI H01_2084126
29325,L-269 DÜZCE TR-2 35-14-L00269_DIREK TIPI TRAFO HUCRESI H01_2084188
29326,MÜNİR ÇELİK TR 45-71-M00889_DIREK TIPI TRAFO HUCRESI H01_2084261
29327,YENİ HARMANDALI TR-1 45-71-M00893_DIREK TIPI TRAFO HUCRESI H01_2084265
29328,ALİ YERSEL TARIMSAL SULAMA GRB TR-2 45-71-M00896_DIREK TIPI TRAFO HUCRESI H01_2084268
29329,TARIMSAL SULAMA TR-27 45-85-L00129_DIREK TIPI TRAFO HUCRESI H01_2084438
29330,AHMET ÇİFTÇİ ÖZEL TR 45-71-M01461Ö_DIREK TIPI TRAFO HUCRESI H01_2084449
29331,UMMANDERESİ TR-1 45-75-M00075_DIREK TIPI TRAFO HUCRESI H01_2084772
29332,KAŞIKÇI KÖYÜ TR-1 45-75-M00078_DIREK TIPI TRAFO HUCRESI H01_2084775
29333,AKPINAR TR-1 45-75-M00079_DIREK TIPI TRAFO HUCRESI H01_2084776
29334,İLYASLAR TARIMSAL SULAMA TR-4 45-76-L00053_DIREK TIPI TRAFO HUCRESI H01_2084825
29335,KARAKURT TR-4 45-76-M00088_DIREK TIPI TRAFO HUCRESI H01_2084832
29336,KARAKURT TR-2 45-76-M00090_DIREK TIPI TRAFO HUCRESI H01_2084833
29337,İLYASLAR TR-2 45-76-M00096_DIREK TIPI TRAFO HUCRESI H01_2084838
29338,İLYASLAR TR-1 45-76-M00099_DIREK TIPI TRAFO HUCRESI H01_2084840
29339,İLYASLAR TR-4 45-76-M00101_DIREK TIPI TRAFO HUCRESI H01_2084841
29340,SAYARLAR TR-1 45-76-M00151_DIREK TIPI TRAFO HUCRESI H01_2084908
29341,ARMUTÇUK TR-1 45-76-M00152_DIREK TIPI TRAFO HUCRESI H01_2084909
29342,DERE MAH. TR-1 45-76-M00156_DIREK TIPI TRAFO HUCRESI H01_2084911
29343,KYBELE ZEYTİNCİLİK ÖZEL TR 35-21-L00077Ö_DIREK TIPI TRAFO HUCRESI H01_2084994
29344,BEDDELLER TR-1 45-81-M00126_DIREK TIPI TRAFO HUCRESI H01_2085075
29345,KIŞLAKÖY KÖYÜ TR-1 45-71-M01706_DIREK TIPI TRAFO HUCRESI H01_2085091
29346,TR-2/6 45-83-L00006_TR-2/4-A L01_2085149
29347,TR-2/12 (KİRLİOĞLU) 45-83-L00012_TR-2/18 L03_2085159
29348,L-44 İONİA OTEL ÖZEL 35-18-L00044Ö_ L01_2085360
29349,DM-22 45-71-M01177_ROSEBAY TR-1 M04_2085398
29350,KOCAİSKAN TR-1 45-76-M00179_DIREK TIPI TRAFO HUCRESI H01_2085423
29351,ALANDAMLARI TR-2 45-75-M00130_DIREK TIPI TRAFO HUCRESI H01_2085440
29352,MERKEZ BODAMAS TR-4 45-75-M00141_DIREK TIPI TRAFO HUCRESI H01_2085449
29353,KIZILDAM BADEMLİ TR-1 45-75-M00142_DIREK TIPI TRAFO HUCRESI H01_2085450
29354,KUŞLUK ÇAMKÖY TR-1 45-75-M00144_DIREK TIPI TRAFO HUCRESI H01_2085452
29355,BOYABAĞ TR-1 35-21-L00113_DIREK TIPI TRAFO HUCRESI H01_2085500
29356,KAYNARPINAR TR-1 35-21-L00116_DIREK TIPI TRAFO HUCRESI H01_2085503
29357,BERGAMA İM-1 35-16-A00001_TR-1 L06_2085546
29358,DURASILLI TR-1 45-71-M01708_DIREK TIPI TRAFO HUCRESI H01_2085584
29359,MANİSA TM-1 45-71-A00001_MURADİYE-1 M02_2085600
29360,YAZIBAŞI DM-5 35-26-M00550_ASLANLAR-YAZIBAŞI2 M14_2085656
29361,YAZIBAŞI DM-5 35-26-M00550_BATI BGETON/KUŞÇUBURUN TR-1 TR-2 TR-3 M16_2085660
29362,OSMANCALI KÖYÜ TR-3 45-71-M01722_DIREK TIPI TRAFO HUCRESI H01_2085717
29363,MANİSA TM-1 45-71-A00001_MURADİYE-2 M25_2085755
29364,İNECİK TR-1 35-21-L00121_DIREK TIPI TRAFO HUCRESI H01_2085962
29365,EFENDİLİ TR-1 45-75-M00182_DIREK TIPI TRAFO HUCRESI H01_2086102
29366,OĞULDURUK TR-1 45-75-M00185_DIREK TIPI TRAFO HUCRESI H01_2086105
29367,L-335 35-18-L00335_L-512 L-513 L02_2086126
29368,TR-2/18 (YAYLAKAPI) 45-83-L00018_TR-2/12 L02_2086154
29369,YEŞİLYURT DM 45-73-M00476_ALAŞEHİR DM GİRİŞ M03_2086189
29370,YEŞİLYURT DM 45-73-M00476_KÖYLER HATTI M04_2086193
29371,ÖRENCİK KÖYÜ TR-1 45-71-M01564_DIREK TIPI TRAFO HUCRESI H01_2086329
29372,KEMİKLİDERE KÖK 45-80-M00108_SAZOBA DM M07_2086351
29373,KEMİKLİDERE KÖK 45-80-M00108_KEMİKLİDERE KÖY M02_2086360
29374,K-233 35-01-K00233_TRAFO K03_2086462
29375,SARUHANLI DM 45-80-M00001_MANİSA M09_2086505
29376,SARUHANLI DM 45-80-M00001_SARUHANLI TM-1 M14_2086519
29377,SARUHANLI DM 45-80-M00001_SARUHANLI TM-2 M15_2086525
29378,M-41 35-02-M00041_TRAFO M01_2086556
29379,AZMİ ANDUR ÖZEL TR 45-75-M00203Ö_DIREK TIPI TRAFO HUCRESI H01_2086601
29380,SOFTALAR TR-1 45-75-M00207_DIREK TIPI TRAFO HUCRESI H01_2086605
29381,SÜMBÜLTEPE KÖYÜ TR-1 45-71-M01551_DIREK TIPI TRAFO HUCRESI H01_2086644
29382,KARAKILIÇLI TR-1 45-71-M01555_DIREK TIPI TRAFO HUCRESI H01_2086648
29383,KARAVELİLER TR-1 45-71-M01560_DIREK TIPI TRAFO HUCRESI H01_2086651
29384,ÜÇPINAR TR-7 45-71-M01535_DIREK TIPI TRAFO HUCRESI H01_2086732
29385,YAKAKÖY ULUBEY TR-3 45-75-M00222_DIREK TIPI TRAFO HUCRESI H01_2086742
29386,KAYACIK KOZLUCA TR-2 45-75-M00227_DIREK TIPI TRAFO HUCRESI H01_2086747
29387,MUSTAFA ARABACI-MEHMET ARABACI-AZİZ ERGÜL ÖZEL TR 45-71-M01426Ö_DIREK TIPI TRAFO HUCRESI H01_2086881
29388,YAĞCILAR TR-1 45-71-M01440_DIREK TIPI TRAFO HUCRESI H01_2086894
29389,KABAKLAR TR-1 45-81-M00224_DIREK TIPI TRAFO HUCRESI H01_2087038
29390,ÇİNANDAVUTLAR TR-1 45-81-M00227_DIREK TIPI TRAFO HUCRESI H01_2087041
29391,İSMETİYE TR-810 TARIMSAL SULAMA 45-73-M01006_DIREK TIPI TRAFO HUCRESI H01_2087092
29392,ÇUKURKÖY KÖK 35-29-L00034_AKÇAŞEHİR-1 L03_2087129
29393,ÇUKURKÖY KÖK 35-29-L00034_HALİM İNMEZ L04_2087133
29394,ÇUKURKÖY KÖK 35-29-L00034_ATEŞ TİCARET L01_2087140
29395,S.S.MALDAN MAHALLESİ SULAMA KOOP.ÖZEL TR 45-71-M01663Ö_DIREK TIPI TRAFO HUCRESI H01_2087223
29396,MALDAN KÖYÜ TR-1 45-71-M01666_DIREK TIPI TRAFO HUCRESI H01_2087225
29397,MALDAN KÖYÜ TR-2 45-71-M01667_DIREK TIPI TRAFO HUCRESI H01_2087226
29398,KARABURUN TR-15 35-21-L00013_DIREK TIPI TRAFO HUCRESI H01_2087300
29399,HASAN ÖZER SULAMA TR 45-71-M01012_DIREK TIPI TRAFO HUCRESI H01_2087350
29400,OZANCA TR-1 45-85-L00214_DIREK TIPI TRAFO HUCRESI H01_2087502
29401,AVEA İLETİŞİM A.Ş. ÖZEL TR 45-82-M00289Ö_DIREK TIPI TRAFO HUCRESI H01_2087530
29402,ARPACI AYDOĞAN TR-3 45-86-M00072_DIREK TIPI TRAFO HUCRESI H01_2087671
29403,KARAAĞAÇLI TR-3 45-71-M01083_DIREK TIPI TRAFO HUCRESI H01_2087677
29404,KARAAĞAÇLI TARIMSAL SULAMA TR-1 45-71-M01084_DIREK TIPI TRAFO HUCRESI H01_2087678
29405,K-4353 35-02-K04353_K-2664 K03_2087699
29406,TAŞKÖPRÜ TR-1 45-75-M00114_DIREK TIPI TRAFO HUCRESI H01_2087764
29407,GÜZELKÖY TR 45-71-M00984_DIREK TIPI TRAFO HUCRESI H01_2087783
29408,ÇERKEZ MAHMUDİYE KÖYÜ TR-1 45-71-M01095_DIREK TIPI TRAFO HUCRESI H01_2087806
29409,KIDIRCIK TR-1 45-86-M00128_DIREK TIPI TRAFO HUCRESI H01_2087823
29410,KOZAKLAR KÖYÜ TR-1 45-71-M01672_DIREK TIPI TRAFO HUCRESI H01_2087871
29411,DM-2/17 35-29-M00017_ M04_2088054
29412,CICIKLI KÖYÜ TR-1 45-86-M00084_DIREK TIPI TRAFO HUCRESI H01_2088157
29413,KIRKAĞAÇ TR-23 45-76-M00023_DIREK TIPI TRAFO HUCRESI H01_2088218
29414,KÜÇÜKKALE KÖK 35-29-L00036_KÜÇÜKKALE ÜZÜMLER L01_2088229
29415,KAVAKLIDERE TR-13 45-73-M01030_TR-12 GİRİŞ M02_2088262
29416,BAKIR TR-6 45-76-M00072_DIREK TIPI TRAFO HUCRESI H01_2088279
29417,KILCANLAR OVALILAR TR-1 45-75-M00127_DIREK TIPI TRAFO HUCRESI H01_2088373
29418,KILCANLAR GÖLCÜK TR-1 45-75-M00247_DIREK TIPI TRAFO HUCRESI H01_2088398
29419,KILCANLAR TR-1 45-75-M00248_DIREK TIPI TRAFO HUCRESI H01_2088399
29420,YAKAKÖY ULUPINAR TR-2 45-75-M00256_DIREK TIPI TRAFO HUCRESI H01_2088403
29421,YAKAKÖY ULUPINAR TR-3 45-75-M00258_DIREK TIPI TRAFO HUCRESI H01_2088404
29422,MUSA GÜL ÖZEL TR 35-29-M00414Ö_DIREK TIPI TRAFO HUCRESI H01_2088454
29423,KARAAĞAÇLI TR-13 45-71-M01075_KARAAĞAÇLI TR-2 M06_2088481
29424,KARAAĞAÇLI TR-13 45-71-M01075_FABRİKALAR M05_2088482
29425,KARAAĞAÇLI TR-13 45-71-M01075_DAĞITIM TRAFOSU M02_2088487
29426,HATUNKÖY TR-1 45-82-L00001_Ayırıcı H01_2088559
29427,BEYCE TR-1 45-82-L00002_DIREK TIPI TRAFO HUCRESI H01_2088568
29428,SEVİŞLER TR-2 45-82-L00004_DIREK TIPI TRAFO HUCRESI H01_2088570
29429,ALİ ÖRÜMLÜ TR-8 SULAMA 45-71-M01158_DIREK TIPI TRAFO HUCRESI H01_2088640
29430,BEYKÖY KÖK TR-12 35-32-L00012_BEYKÖY TR-13 L02_2088751
29431,BEYKÖY KÖK TR-12 35-32-L00012_BEYDAĞ İM L03_2088778
29432,DM-8/12 (TSK DOĞU KIŞLA TR) 45-71-M01175Ö_DIREK TIPI TRAFO HUCRESI H01_2088789
29433,M-1201 35-10-M01201_DIREK TIPI TRAFO HUCRESI H01_2088802
29434,SART TR-5 45-78-M00174_BELEDİYE M05_2088830
29435,TURKCELL KARAÇAM ÖZEL TR 45-82-M00175Ö_DIREK TIPI TRAFO HUCRESI H01_2088859
29436,YAKAKÖY ULUBEY TR-1 45-75-M00263_DIREK TIPI TRAFO HUCRESI H01_2088899
29437,YENİKÖY TR-1 45-75-M00272_DIREK TIPI TRAFO HUCRESI H01_2088906
29438,BAKIR TARIMSAL SULAMA TR-8 45-76-M00105_DIREK TIPI TRAFO HUCRESI H01_2088912
29439,KARABURUN BOZKÖY 35-21-L00053_DIREK TIPI TRAFO HUCRESI H01_2088935
29440,YÜCELER TR-1 45-81-M00197_DIREK TIPI TRAFO HUCRESI H01_2088979
29441,KEMALİYE TR-10 45-73-M00156_TR-7 GİRİŞ M04_2088992
29442,YAYALAR TR-1 45-73-M00161_DIREK TIPI TRAFO HUCRESI H01_2089002
29443,BÖREZ TR-1 45-75-M00288_DIREK TIPI TRAFO HUCRESI H01_2089050
29444,MALAZ TR-1 45-75-M00290_DIREK TIPI TRAFO HUCRESI H01_2089052
29445,FUNDACIK DAĞYAKA 45-75-M00291_DIREK TIPI TRAFO HUCRESI H01_2089053
29446,BODAMAS TR-6 45-75-M00298_DIREK TIPI TRAFO HUCRESI H01_2089059
29447,BODAMAS TR-3 45-75-M00299_DIREK TIPI TRAFO HUCRESI H01_2089060
29448,SİNDEL TR-1 45-75-M00331_DIREK TIPI TRAFO HUCRESI H01_2089069
29449,TABAKLAR TR-1 45-75-M00336_DIREK TIPI TRAFO HUCRESI H01_2089074
29450,KIRKAĞAÇ TR-17 45-76-M00017_DIREK TIPI TRAFO HUCRESI H01_2089108
29451,KIRANÇİFTLİK TR-1 45-71-M01489_DIREK TIPI TRAFO HUCRESI H01_2089135
29452,BÜYÜKIŞIKLAR TR-1 45-82-L00008_DIREK TIPI TRAFO HUCRESI H01_2089216
29453,KOYUNDERE TR-1 45-82-L00010_DIREK TIPI TRAFO HUCRESI H01_2089218
29454,DM02/TR30 45-73-M00032_TR-34 M02_2089265
29455,DM02/TR30 45-73-M00032_TR-34 M02_2089273
29456,KÜÇÜKBELEN KÖYÜ TR-1 45-71-M01677_DIREK TIPI TRAFO HUCRESI H01_2089353
29457,ARMUTLU TR-23 35-27-L00023_DIREK TIPI TRAFO HUCRESI H01_2089364
29458,TR-2/26 (ARABACILAR) 45-83-L00026_TR-2/18 L03_2089496
29459,TR-2/26 (ARABACILAR) 45-83-L00026_TR-2/29 L01_2089510
29460,ARDIÇ MAHALLESİ TR-8 35-21-L00131_ L04_2089519
29461,KALEMOĞLU FINDIKOĞLU TR-1 45-75-M00306_DIREK TIPI TRAFO HUCRESI H01_2089550
29462,TARIMSAL SULAMA TR-15 45-85-L00040_DIREK TIPI TRAFO HUCRESI H01_2089699
29463,GELENBE İM 45-76-A00001_TR-A GİRİŞ L15_2089859
29464,AZİZTEPE ÇAM MAH. TR-1 45-73-M00211_DIREK TIPI TRAFO HUCRESI H01_2089871
29465,ZEKİ ALTAN-RAMAZAN BALKAN ÖZEL TR 45-73-M00589Ö_DIREK TIPI TRAFO HUCRESI H01_2089975
29466,IŞIKLAR TR-3 45-73-M00617_DIREK TIPI TRAFO HUCRESI H01_2089981
29467,YAKUP ÖZDANON ÖZEL TR 35-26-M01153Ö_DIREK TIPI TRAFO HUCRESI H01_2090062
29468,KAYACIK KÖK 45-75-M00065_DEREMAHALLE M04_2090100
29469,KAYACIK KÖK 45-75-M00065_SARIALİLER M06_2090102
29470,ADİLKÖY TR-1 45-82-L00054_DIREK TIPI TRAFO HUCRESI H01_2090124
29471,BERGAMA İM-1 35-16-A00001_TR-2 L13_2090130
29472,TARIMSAL SULAMA TR-7 45-85-L00071_DIREK TIPI TRAFO HUCRESI H01_2090244
29473,TARIMSAL SULAMA TR-3 45-85-L00075_DIREK TIPI TRAFO HUCRESI H01_2090248
29474,TARIMSAL SULAMA TR-21 45-85-L00088_DIREK TIPI TRAFO HUCRESI H01_2090261
29475,CABBARFAKILI TR-2 45-73-M00629_DIREK TIPI TRAFO HUCRESI H01_2090321
29476,OTOKENT İM 35-08-A00004_KARTAL-2 M09_2090484
29477,TARIMSAL SULAMA TR-10 45-85-L00054_DIREK TIPI TRAFO HUCRESI H01_2090762
29478,URUZLAR TR-1 45-82-M00165_DIREK TIPI TRAFO HUCRESI H01_2090770
29479,AKÇAAVLU TR-1 45-82-M00167_DIREK TIPI TRAFO HUCRESI H01_2090772
29480,M-3097(YATIRIM REZERVE) 35-02-M03097_ K03_2090822
29481,KAHRAMANDERE İM 35-10-A00002_GÜZELBAHÇE İM-2 M01_2090870
29482,YUKARI EMLAKDERE TR-1 45-71-M01032_DIREK TIPI TRAFO HUCRESI H01_2091040
29483,MÜTEVELLİ TR-5 45-80-M00106_DIREK TIPI TRAFO HUCRESI H01_2091142
29484,GÖZTEPE İM 35-01-A00004_KARABAĞLAR-2 GİRİŞ (GÖZTEPE-2K) M03_2091284
29485,KURUCALAR TR-1 45-81-M00131_DIREK TIPI TRAFO HUCRESI H01_2091302
29486,KINIK TR-1 45-81-M00139_DIREK TIPI TRAFO HUCRESI H01_2091308
29487,SOMA A SANTRALİ İM/DM 45-82-A00001_İM 34.5 ÇIKIŞ M01_2091323
29488,M-1826 35-02-M01826_M-1563 M04_2091389
29489,K-3772 35-02-K03772_K-3889 K01_2091414
29490,MURADİYE TR-5 (ESKİ MEZARLIK YANI) 45-71-M00204_TR-5 BELEDİYE ÖNÜ M05_2091433
29491,MURADİYE TR-5 (ESKİ MEZARLIK YANI) 45-71-M00204_FABRİKALAR M03_2091439
29492,MURADİYE TR-5 (ESKİ MEZARLIK YANI) 45-71-M00204_COCA COLA M02_2091442
29493,SOMA TR-20 45-82-M00020_TR-21  -  TR-23 M03_2091552
29494,SOMA TR-42 45-82-M00042_Ayırıcı H01_2091594
29495,SOMA TR-44 45-82-M00044_DM-2 M01_2091605
29496,BERGAMA İM-1 35-16-A00001_ŞEHİR-6 L18_2091612
29497,SOMA A SANTRALİ İM/DM 45-82-A00001_AKHİSAR M08_2091636
29498,SOMA A SANTRALİ İM/DM 45-82-A00001_DENİŞ-2 M12_2091666
29499,ÇAKIRCA ALİ TR-2 45-73-M00560_DIREK TIPI TRAFO HUCRESI H01_2091721
29500,KİRAZ TR-1 45-82-M00187_DIREK TIPI TRAFO HUCRESI H01_2091786
29501,ÇATALÇAM TR-1 45-82-M00189_DIREK TIPI TRAFO HUCRESI H01_2091788
29502,KOZANLI TR-1 45-82-M00214_DIREK TIPI TRAFO HUCRESI H01_2091798
29503,KADIDEĞİRMENİ KÖK 45-82-M00127_AVDAN M06_2091829
29504,ORAKLAR TR-1 45-78-M00880_DIREK TIPI TRAFO HUCRESI H01_2091872
29505,AVDAN TR-3 45-82-M00228_DIREK TIPI TRAFO HUCRESI H01_2091929
29506,AVDAN TR-1 45-82-M00230_DIREK TIPI TRAFO HUCRESI H01_2091930
29507,YAKAKÖY KÖK 45-75-M00067_BOYALI M03_2092142
29508,YAKAKÖY KÖK 45-75-M00067_KAYACIK ESKİ SARIALİLER M05_2092145
29509,L-401 ALTINYUNUS DM 35-18-L00401_SAĞLIKÇILAR L-477 L06_2092223
29510,SOMA TR-6 45-82-M00006_TR-7/1 M01_2092247
29511,M-41 35-02-M00041_M-516 M03_2092399
29512,ALACALAR TR-1 45-76-L00087_DIREK TIPI TRAFO HUCRESI H01_2092519
29513,ÖVEÇLİ TR-1 45-76-L00134_DIREK TIPI TRAFO HUCRESI H01_2092592
29514,LÜTFİYE TR-2 45-80-M00130_DIREK TIPI TRAFO HUCRESI H01_2092633
29515,LÜTFİYE TR-1 45-80-M00131_DIREK TIPI TRAFO HUCRESI H01_2092634
29516,ÖMEROĞLU TARIM ÖZEL 35-29-M00400Ö_ M01_2092652
29517,EYNEZ TR-1 45-82-M00295_DIREK TIPI TRAFO HUCRESI H01_2092670
29518,SOMA TR-44/4 45-82-M00078_DIREK TIPI TRAFO HUCRESI H01_2092770
29519,TR-29 YILDIZ AKYOKUŞ 45-81-M00029_DIREK TIPI TRAFO HUCRESI H01_2092890
29520,SOMA TR-29 45-82-M00029_DIREK TIPI TRAFO HUCRESI H01_2092907
29521,SOMA TR-19 45-82-M00019_DIREK TIPI TRAFO HUCRESI H01_2092913
29522,KAVAKLIDERE TR-17 45-73-M00146_TR-12 GİRİŞ M03_2093025
29523,SİLEDİK TR-1 45-76-L00152_DIREK TIPI TRAFO HUCRESI H01_2093097
29524,ESKİOBA KÖK 35-29-L00037_ÖZEL SULAMA L08_2093168
29525,BİNALİ BAL VE OKTAY UYGUN ÖZEL TR 35-23-M00282Ö_DIREK TIPI TRAFO HUCRESI H01_2093203
29526,DM-3/2 35-29-M00101_DIREK TIPI TRAFO HUCRESI H01_2093237
29527,GÖKVELİLER KÖYÜ TR-1 45-86-M00172_DIREK TIPI TRAFO HUCRESI H01_2093251
29528,GERENCİK TR-1 45-86-M00181_DIREK TIPI TRAFO HUCRESI H01_2093256
